doi,title
10.1016/j.adhoc.2019.102025,"Influence of node mobility, recharge, and path loss on the optimized lifetime of wireless rechargeable sensor networks"
10.1016/j.eswa.2019.113024,MGFS: A multi-label graph-based feature selection algorithm via PageRank centrality
10.1016/j.patcog.2019.107079,Fault recognition using an ensemble classifier based on Dempster–Shafer Theory
10.1016/j.vehcom.2019.100200,Secure mutual authentication with privacy preservation in vehicular ad hoc networks
10.1016/j.robot.2019.103312,Multimodal representation models for prediction and control from partial information
10.1016/j.cor.2019.104822,QUEST – A New Quadratic Decision Model for the Multi-Satellite Scheduling Problem
10.1016/j.sigpro.2019.107342,Novel Direction of Arrival Estimation using Adaptive Directional Spatial Time-frequency Distribution
10.1016/j.inffus.2019.10.009,Cooperative positioning for emergency responders using self IMU and peer-to-peer radios measurements
10.1016/j.patcog.2019.107086,Metric Learning-Based Kernel Transformer With Triplets and Label Constraints for Feature Fusion
10.1016/j.cogsys.2019.10.004,Inception and ResNet Features are (Almost) Equivalent
10.1016/j.envsoft.2019.104559,Advanced cyberinfrastructure for intercomparison and validation of climate models
10.1016/j.sigpro.2019.107331,A structure-aware splitting framework for separating cell clumps in biomedical images
10.1016/j.envsoft.2019.104563,From ad-hoc modelling to strategic infrastructure : A manifesto for model management
10.1016/j.neuroimage.2019.116289,"Brain networks, dimensionality, and global signal averaging in resting-state fMRI: Hierarchical network structure results in low-dimensional spatiotemporal dynamics"
10.1016/j.comcom.2019.10.013,Two-level data aggregation for WMSNs employing a novel VBEAO and HOSVD
10.1016/j.cor.2019.104826,An integer linear programming model for efficient scheduling of UGV tasks in precision agriculture under human supervision
10.1016/j.jss.2019.110447,A data replication strategy with tenant performance and provider economic profit guarantees in Cloud data centers
10.1016/j.ipm.2019.102138,Toward creating a fairer ranking in search engine results
10.1016/j.cie.2019.106126,Single machine common flow allowance group scheduling with learning effect and resource allocation
10.1016/j.csl.2019.101027,VoxCeleb: Large-scale Speaker Verification in the Wild
10.1016/j.jlamp.2019.100500,A calculus of concurrent graph-rewriting processes
10.1016/j.cor.2019.104831,A bi-level model and solution methods for partial interdiction problem on capacitated hierarchical facilities
10.1016/j.ijhcs.2019.10.005,The benefits and challenges of using crowdfunding to facilitate community-led projects in the context of digital civics
10.1016/j.compchemeng.2019.106599,Approximation Algorithms for Process Systems Engineering
10.1016/j.compchemeng.2019.106606,Process supply chains: Perspectives from academia and industry
10.1016/j.ress.2019.106703,An investigation of new local search strategies in memetic algorithm for redundancy allocation in multi-state series-parallel systems
10.1016/j.neunet.2019.10.002,Joint Ranking SVM and Binary Relevance with robust Low-rank learning for multi-label classification
10.1016/j.compchemeng.2019.106598,Wavelet-based grid-adaptation for nonlinear scheduling subject to time-variable electricity prices
10.1016/j.bspc.2019.101686,Bayesian classifier with multivariate distribution based on D-vine copula model for awake/drowsiness interpretation during power nap
10.1016/j.scico.2019.102323,Correct composition in the presence of behavioural conflicts and dephasing
10.1016/j.scico.2019.102306,Automated amortised resource analysis for term rewrite systems
10.1016/j.compchemeng.2019.106610,"New frontiers, challenges, and opportunities in integration of design and control for enterprise-wide sustainability"
10.1016/j.automatica.2019.108607,Stability analysis of distributed convex optimization under persistent attacks: A hybrid systems approach
10.1016/j.neunet.2019.09.040,A broad class of discrete-time hypercomplex-valued Hopfield neural networks
10.1016/j.infsof.2019.106203,Toward recursion aware complexity metrics
10.1016/j.ipm.2019.102139,SNSJam: Road traffic analysis and prediction by fusing data from multiple social networks
10.1016/j.neucom.2019.10.035,Multiscale dense convolutional neural network for DSA cerebrovascular segmentation
10.1016/j.sigpro.2019.107343,Robust adaptive steganography based on generalized dither modulation and expanded embedding domain
10.1016/j.chb.2019.106171,The impacts of real competition and virtual competition in digital game-based learning
10.1016/j.sigpro.2019.107336,A two-stage approach to estimate CFO and channel with one-bit ADCs
10.1016/j.compedu.2019.103732,Investigating the Acceptance of Mobile Library Applications with an Extended Technology Acceptance Model (TAM)
10.1016/j.micpro.2019.102924,Dual-model approach for safety-critical embedded systems
10.1016/j.cad.2019.102777,Efficient Representation of Ducts and Cluttered Spaces for Realistic Motion Planning of Hyper-Redundant Robots through Confined Paths
10.1016/j.cmpb.2019.105114,Mobile health applications for postnatal care: Review and analysis of functionalities and technical features.
10.1016/j.image.2019.115666,An efficient reversible authentication scheme for demosaiced images with improved detectability
10.1016/j.inffus.2019.10.008,Entropy-driven Data Aggregation Method for Energy-efficient Wireless Sensor Networks
10.1016/j.artint.2019.103184,Gradient conjugate priors and multi-layer neural networks
10.1016/j.dsp.2019.102600,Low-complexity TDOA and FDOA localization: A compromise between two-step and DPD methods
10.1016/j.sigpro.2019.107341,Sector unitary MUSIC
10.1016/j.chb.2019.106168,MoodleREC: A recommendation system for creating courses using the moodle e-learning platform
10.4018/IJDCF.2020010101,The Internet of Things: Challenges and Considerations for Cybercrime Investigations and Digital Forensics
10.1016/j.engappai.2019.103283,Unsupervised feature selection via graph matrix learning and the low-dimensional space learning for classification
10.1016/j.comcom.2019.10.024,"On 5G network slice modelling: Service-, resource-, or deployment-driven?"
10.1016/j.jcss.2019.09.003,On the degrees of non-regularity and non-context-freeness
10.1016/j.automatica.2019.108622,Heterogeneously parameterized tube model predictive control for LPV systems
10.1016/j.jnca.2019.102471,Sidechain technologies in blockchain networks: An examination and state-of-the-art review
10.1016/j.amc.2019.124815,A class of efficient parameterized shift-splitting preconditioners for block two-by-two linear systems
10.1016/j.image.2019.115676,Image quality assessment based on adaptive multiple Skyline query
10.1016/j.cie.2019.106135,Exact and heuristic methods for the vertex separator problem
10.1016/j.automatica.2019.108646,Distributed optimal control for multiple high-speed train movement: An alternating direction method of multipliers
10.1016/j.cie.2019.106129,Two-stage Storage Assignment to Minimize Travel Time and Congestion for Warehouse Order Picking Operations
10.1016/j.image.2019.115672,Double-layer conditional random fields model for human action recognition
10.1016/j.jpdc.2019.09.016,A practical group blind signature scheme for privacy protection in smart grid
10.1016/j.ipm.2019.102146,Deep adversarial model for musculoskeletal quality evaluation
10.1016/j.amc.2019.124803,Event-triggered mixed H∞ and passive filtering for discrete-time networked singular Markovian jump systems
10.1016/j.comcom.2019.10.014,"Path planning techniques for unmanned aerial vehicles: A review, solutions, and challenges"
10.1016/j.cviu.2019.102844,Deep sensorimotor learning for RGB-D object recognition
10.1016/j.neuroimage.2019.116266,Monotonic Gaussian Process for Spatio-Temporal Disease Progression Modeling in Brain Imaging Data
10.1016/j.micpro.2019.102926,Design and simulation of nano-arbiters using quantum-dot cellular automata
10.1016/j.infsof.2019.106201,Energy aware simulation and testing of smart-spaces
10.1016/j.cose.2019.101654,Blockchain smart contracts formalization: Approaches and challenges to address vulnerabilities
10.1016/j.engappai.2019.103305,Pattern diagnosis for stochastic discrete event systems
10.1016/j.jss.2019.110449,A complete run-time overhead-aware schedulability analysis for MrsP under nested resources
10.1016/j.jss.2019.110453,The Long and Winding Road: MBSE Adoption for Functional Avionics of Spacecraft
10.1016/j.neunet.2019.10.004,ℓ1-gain filter design of discrete-time positive neural networks with mixed delays
10.1016/j.cie.2019.106122,Design Optimization for Resilience for Risk-Averse Firms
10.1016/j.neunet.2019.10.009,Learning Cascade Attention for fine-grained image classification
10.1016/j.cie.2019.106136,Workload forecasting based elastic resource management in edge cloud
10.1016/j.jnca.2019.102464,CMI: An online multi-objective genetic autoscaler for scientific and engineering workflows in cloud infrastructures with unreliable virtual machines
10.1016/j.dsp.2019.102598,"Computationally efficient TDOA, FDOA and differential Doppler rate estimation algorithm for passive emitter localization"
10.1007/978-3-030-30655-7_8,Sliding Mode Control of DC/DC Power Converters
10.1016/j.neunet.2019.10.007,Effects of infinite occurrence of hybrid impulses with quasi-synchronization of parameter mismatched neural networks
10.1016/j.neunet.2019.10.005,Multistability and attraction basins of discrete-time neural networks with nonmonotonic piecewise linear activation functions
10.1016/j.artint.2019.103183,Computing AES related-key differential characteristics with constraint programming
10.1016/j.engappai.2019.103278,Power prediction for electric vehicles using online machine learning
10.1016/j.compedu.2019.103735,Exploring group interactions in synchronous mobile computer-supported learning activities
10.1016/j.jnca.2019.102465,"Survey and taxonomy of MAC, routing and cross layer protocols using wake-up radio"
10.1016/j.amc.2019.124799,A class of shifted high-order numerical methods for the fractional mobile/immobile transport equations
